id,pokemon,species_id,height,weight,base_experience,type_1,type_2,attack,defense,hp,special_attack,special_defense,speed,ability_1,ability_2,ability_hidden,color_1,color_2,color_f,egg_group_1,egg_group_2,url_image,generation_id,evolves_from_species_id,evolution_chain_id,shape_id,shape
707,klefki,707,2,30,165,steel,fairy,80,91,57,80,87,75,prankster,,magician,#B8B8D0,#EE99AC,#C5B0C7,mineral,,707.png,6,,363,1,ball
708,phantump,708,4,70,62,ghost,grass,70,48,43,50,60,38,tural-cure,frisk,harvest,#705898,#78C850,#717386,plant,indetermite,708.png,6,,364,4,arms
709,trevent,709,15,710,166,ghost,grass,110,76,85,65,82,56,tural-cure,frisk,harvest,#705898,#78C850,#717386,plant,indetermite,709.png,6,708,364,10,tentacles
710,pumpkaboo-average,710,4,50,67,ghost,grass,66,70,49,44,55,51,pickup,frisk,insomnia,#705898,#78C850,#717386,indetermite,,710.png,6,,365,1,ball
711,gourgeist-average,711,9,125,173,ghost,grass,90,122,65,58,75,84,pickup,frisk,insomnia,#705898,#78C850,#717386,indetermite,,711.png,6,710,365,5,blob
712,bergmite,712,10,995,61,ice,,69,85,55,32,35,28,own-tempo,ice-body,sturdy,#98D8D8,,,monster,,712.png,6,,366,8,quadruped
713,avalugg,713,20,5050,180,ice,,117,184,95,44,46,28,own-tempo,ice-body,sturdy,#98D8D8,,,monster,,713.png,6,712,366,8,quadruped
714,noibat,714,5,80,49,flying,dragon,30,35,40,45,40,55,frisk,infiltrator,telepathy,#A890F0,#7038F8,#9A7AF1,flying,,714.png,6,,367,9,wings
715,noivern,715,15,850,187,flying,dragon,70,80,85,97,80,123,frisk,infiltrator,telepathy,#A890F0,#7038F8,#9A7AF1,flying,,715.png,6,714,367,9,wings
716,xerneas,716,30,2150,306,fairy,,131,95,126,131,98,99,fairy-aura,,,#EE99AC,,,no-eggs,,716.png,6,,368,8,quadruped
717,yveltal,717,58,2030,306,dark,flying,131,95,126,131,98,99,dark-aura,,,#705848,#A890F0,#7D6570,no-eggs,,717.png,6,,369,9,wings
718,zygarde,718,50,3050,270,dragon,ground,100,121,108,81,95,95,aura-break,,,#7038F8,#E0C068,#8B58D5,no-eggs,,718.png,6,,370,2,squiggle
719,diancie,719,7,88,270,rock,fairy,100,150,50,100,150,50,clear-body,,,#B8A038,#EE99AC,#C59E54,no-eggs,,,6,,371,4,arms
720,hoopa,720,5,90,270,psychic,ghost,110,60,80,150,130,70,magician,,,#F85888,#705898,#D7588B,no-eggs,,,6,,372,1,ball
721,volcanion,721,17,1950,270,fire,water,110,120,80,130,90,70,water-absorb,,,#F08030,#6890F0,#CF835E,no-eggs,,,6,,373,1,ball
10001,deoxys-attack,386,17,608,270,psychic,,180,20,50,180,20,150,pressure,,,#F85888,,,no-eggs,,,,,,,
10002,deoxys-defense,386,17,608,270,psychic,,70,160,50,70,160,90,pressure,,,#F85888,,,no-eggs,,,,,,,
10003,deoxys-speed,386,17,608,270,psychic,,95,90,50,95,90,180,pressure,,,#F85888,,,no-eggs,,,,,,,
10004,wormadam-sandy,413,5,65,148,bug,ground,79,105,60,59,85,36,anticipation,,overcoat,#A8B820,#E0C068,#B5B931,bug,,,,,,,
10005,wormadam-trash,413,5,65,148,bug,steel,69,95,60,69,95,36,anticipation,,overcoat,#A8B820,#B8B8D0,#ABB84A,bug,,,,,,,
10006,shaymin-sky,492,4,52,270,grass,flying,103,75,100,120,75,127,serene-grace,,,#78C850,#A890F0,#83BA76,no-eggs,,,,,,,
10007,girati-origin,487,69,6500,306,ghost,dragon,120,100,150,120,100,90,levitate,,,#705898,#7038F8,#7050AF,no-eggs,,,,,,,
10008,rotom-heat,479,3,3,182,electric,fire,65,107,50,105,107,86,levitate,,,#F8D030,#F08030,#F6BC30,indetermite,,,,,,,
10009,rotom-wash,479,3,3,182,electric,water,65,107,50,105,107,86,levitate,,,#F8D030,#6890F0,#D5C05E,indetermite,,,,,,,
10010,rotom-frost,479,3,3,182,electric,ice,65,107,50,105,107,86,levitate,,,#F8D030,#98D8D8,#E0D158,indetermite,,,,,,,
10011,rotom-fan,479,3,3,182,electric,flying,65,107,50,105,107,86,levitate,,,#F8D030,#A890F0,#E4C05E,indetermite,,,,,,,
10012,rotom-mow,479,3,3,182,electric,grass,65,107,50,105,107,86,levitate,,,#F8D030,#78C850,#D8CE37,indetermite,,,,,,,
10013,castform-sunny,351,3,8,147,fire,,70,70,70,70,70,70,forecast,,,#F08030,,,fairy,indetermite,,,,,,
10014,castform-rainy,351,3,8,147,water,,70,70,70,70,70,70,forecast,,,#6890F0,,,fairy,indetermite,,,,,,
10015,castform-snowy,351,3,8,147,ice,,70,70,70,70,70,70,forecast,,,#98D8D8,,,fairy,indetermite,,,,,,
10016,basculin-blue-striped,550,10,180,161,water,,92,65,70,80,55,98,rock-head,adaptability,mold-breaker,#6890F0,,,water2,,,,,,,
10017,darmanitan-zen,555,13,929,189,fire,psychic,30,105,105,140,105,55,sheer-force,,zen-mode,#F08030,#F85888,#F17645,ground,,,,,,,
10018,meloetta-pirouette,648,6,65,270,normal,fighting,128,90,100,77,77,128,serene-grace,,,#A8A878,#C03028,#AD8A64,no-eggs,,,,,,,
10019,tordus-therian,641,14,630,261,flying,,100,80,79,110,90,121,regenerator,,,#A890F0,,,no-eggs,,,,,,,
10020,thundurus-therian,642,30,610,261,electric,flying,105,70,79,145,80,101,volt-absorb,,,#F8D030,#A890F0,#E4C05E,no-eggs,,,,,,,
10021,landorus-therian,645,13,680,270,ground,flying,145,90,89,105,80,91,intimidate,,,#E0C068,#A890F0,#D2B488,no-eggs,,,,,,,
10022,kyurem-black,646,33,3250,315,dragon,ice,170,100,125,120,90,95,teravolt,,,#7038F8,#98D8D8,#795EF0,no-eggs,,,,,,,
10023,kyurem-white,646,36,3250,315,dragon,ice,120,90,125,170,100,95,turboblaze,,,#7038F8,#98D8D8,#795EF0,no-eggs,,,,,,,
10024,keldeo-resolute,647,14,485,261,water,fighting,72,90,91,129,90,108,justified,,,#6890F0,#C03028,#7D78BF,no-eggs,,,,,,,
10025,meowstic-female,678,6,85,163,psychic,,48,76,74,83,81,104,keen-eye,infiltrator,competitive,#F85888,,,ground,,,,,,,
10026,aegislash-blade,681,17,530,234,steel,ghost,150,50,60,150,50,60,stance-change,,,#B8B8D0,#705898,#A6A0C2,mineral,,,,,,,
10027,pumpkaboo-small,710,3,35,67,ghost,grass,66,70,44,44,55,56,pickup,frisk,insomnia,#705898,#78C850,#717386,indetermite,,,,,,,
10028,pumpkaboo-large,710,5,75,67,ghost,grass,66,70,54,44,55,46,pickup,frisk,insomnia,#705898,#78C850,#717386,indetermite,,,,,,,
10029,pumpkaboo-super,710,8,150,67,ghost,grass,66,70,59,44,55,41,pickup,frisk,insomnia,#705898,#78C850,#717386,indetermite,,,,,,,
10030,gourgeist-small,711,7,95,173,ghost,grass,85,122,55,58,75,99,pickup,frisk,insomnia,#705898,#78C850,#717386,indetermite,,,,,,,
10031,gourgeist-large,711,11,140,173,ghost,grass,95,122,75,58,75,69,pickup,frisk,insomnia,#705898,#78C850,#717386,indetermite,,,,,,,
10032,gourgeist-super,711,17,390,173,ghost,grass,100,122,85,58,75,54,pickup,frisk,insomnia,#705898,#78C850,#717386,indetermite,,,,,,,
10033,venusaur-mega,3,24,1555,281,grass,poison,100,123,80,122,120,80,thick-fat,,,#78C850,#A040A0,#81A763,monster,plant,,,,,,
10034,charizard-mega-x,6,17,1105,285,fire,dragon,130,111,78,130,85,100,tough-claws,,,#F08030,#7038F8,#D06E60,monster,dragon,,,,,,
10035,charizard-mega-y,6,17,1005,285,fire,flying,104,78,78,159,115,100,drought,,,#F08030,#A890F0,#DE835E,monster,dragon,,,,,,
10036,blastoise-mega,9,16,1011,284,water,,103,120,79,135,115,78,mega-launcher,,,#6890F0,,,monster,water1,,,,,,
10037,alakazam-mega,65,12,480,266,psychic,,50,65,55,175,95,150,trace,,,#F85888,,,humanshape,,,,,,,
10038,gengar-mega,94,14,405,270,ghost,poison,65,80,60,170,95,130,shadow-tag,,,#705898,#A040A0,#7B5299,indetermite,,,,,,,
10039,kangaskhan-mega,115,22,1000,207,normal,,125,100,105,60,100,100,parental-bond,,,#A8A878,,,monster,,,,,,,
10040,pinsir-mega,127,17,590,210,bug,flying,155,120,65,65,90,105,aerilate,,,#A8B820,#A890F0,#A8AE52,bug,,,,,,,
10041,gyarados-mega,130,65,3050,224,water,dark,155,109,95,70,130,81,mold-breaker,,,#6890F0,#705848,#6982C7,water2,dragon,,,,,,
10042,aerodactyl-mega,142,21,790,215,rock,flying,135,85,80,70,95,150,tough-claws,,,#B8A038,#A890F0,#B49C64,flying,,,,,,,
10043,mewtwo-mega-x,150,23,1270,351,psychic,fighting,190,100,106,154,100,130,steadfast,,,#F85888,#C03028,#EA4E70,no-eggs,,,,,,,
10044,mewtwo-mega-y,150,15,330,351,psychic,,150,70,106,194,120,140,insomnia,,,#F85888,,,no-eggs,,,,,,,
10045,ampharos-mega,181,14,615,275,electric,dragon,95,105,90,165,110,45,mold-breaker,,,#F8D030,#7038F8,#D7AB60,monster,ground,,,,,,
10046,scizor-mega,212,20,1250,210,bug,steel,150,140,70,65,100,75,technician,,,#A8B820,#B8B8D0,#ABB84A,bug,,,,,,,
10047,heracross-mega,214,17,625,210,bug,fighting,185,115,80,40,105,75,skill-link,,,#A8B820,#C03028,#AD9721,bug,,,,,,,
10048,houndoom-mega,229,19,495,210,dark,fire,90,90,75,140,90,115,solar-power,,,#705848,#F08030,#8F6142,ground,,,,,,,
10049,tyranitar-mega,248,25,2550,315,rock,dark,164,150,100,95,120,71,sand-stream,,,#B8A038,#705848,#A68E3B,monster,,,,,,,
10050,blaziken-mega,257,19,520,284,fire,fighting,160,80,80,130,80,100,speed-boost,,,#F08030,#C03028,#E46C2E,ground,,,,,,,
10051,gardevoir-mega,282,16,484,278,psychic,fairy,85,65,68,165,135,100,pixilate,,,#F85888,#EE99AC,#F56790,indetermite,,,,,,,
10052,mawile-mega,303,10,235,168,steel,fairy,105,125,50,55,95,50,huge-power,,,#B8B8D0,#EE99AC,#C5B0C7,ground,fairy,,,,,,
10053,aggron-mega,306,22,3950,284,steel,,140,230,70,60,80,50,filter,,,#B8B8D0,,,monster,,,,,,,
10054,medicham-mega,308,13,315,179,fighting,psychic,100,85,60,80,85,100,pure-power,,,#C03028,#F85888,#CD393F,humanshape,,,,,,,
10055,manectric-mega,310,18,440,201,electric,,75,80,70,135,80,135,intimidate,,,#F8D030,,,ground,,,,,,,
10056,banette-mega,354,12,130,194,ghost,,165,75,64,93,83,75,prankster,,,#705898,,,indetermite,,,,,,,
10057,absol-mega,359,12,490,198,dark,,150,60,65,115,60,115,magic-bounce,,,#705848,,,ground,,,,,,,
10058,garchomp-mega,445,19,950,315,dragon,ground,170,115,108,120,95,92,sand-force,,,#7038F8,#E0C068,#8B58D5,monster,dragon,,,,,,
10059,lucario-mega,448,13,575,219,fighting,steel,145,88,70,140,70,112,adaptability,,,#C03028,#B8B8D0,#BE5050,ground,humanshape,,,,,,
10060,abomasnow-mega,460,27,1850,208,grass,ice,132,105,90,132,105,30,snow-warning,,,#78C850,#98D8D8,#7FCB70,monster,plant,,,,,,
10061,floette-eterl,670,2,9,243,fairy,,65,67,74,125,128,92,flower-veil,,symbiosis,#EE99AC,,,fairy,,,,,,,
10062,latias-mega,380,18,520,315,dragon,psychic,100,120,80,140,150,110,levitate,,,#7038F8,#F85888,#903FDC,no-eggs,,,,,,,
10063,latios-mega,381,23,700,315,dragon,psychic,130,100,80,160,120,110,levitate,,,#7038F8,#F85888,#903FDC,no-eggs,,,,,,,
10064,swampert-mega,260,190,1020,286,water,ground,150,110,100,95,110,70,swift-swim,,,#6890F0,#E0C068,#859BCF,monster,water1,,,,,,
10065,sceptile-mega,254,190,552,284,grass,dragon,110,75,70,145,85,145,lightning-rod,,,#78C850,#7038F8,#76A578,monster,dragon,,,,,,
10066,sableye-mega,302,50,1610,168,dark,ghost,85,125,50,85,115,20,magic-bounce,,,#705848,#705898,#70585B,humanshape,,,,,,,
10067,altaria-mega,334,150,206,207,dragon,fairy,110,110,75,110,105,80,pixilate,,,#7038F8,#EE99AC,#8E4FE5,flying,dragon,,,,,,
10068,gallade-mega,475,160,564,278,psychic,fighting,165,95,68,65,115,110,inner-focus,,,#F85888,#C03028,#EA4E70,indetermite,,,,,,,
10069,audino-mega,531,150,320,425,normal,fairy,60,126,103,80,126,50,healer,,,#A8A878,#EE99AC,#B8A484,fairy,,,,,,,
10070,sharpedo-mega,319,250,1303,196,water,dark,140,70,70,110,65,105,strong-jaw,,,#6890F0,#705848,#6982C7,water2,,,,,,,
10071,slowbro-mega,80,200,1200,207,water,psychic,75,180,95,130,80,30,shell-armor,,,#6890F0,#F85888,#8A82D6,monster,water1,,,,,,
10072,steelix-mega,208,1050,7400,214,steel,ground,125,230,75,55,95,30,sand-force,,,#B8B8D0,#E0C068,#C1B9B6,mineral,,,,,,,
10073,pidgeot-mega,18,220,505,261,normal,flying,80,80,83,135,80,121,no-guard,,,#A8A878,#A890F0,#A8A295,flying,,,,,,,
10074,glalie-mega,362,210,3502,203,ice,,120,80,80,120,80,100,refrigerate,,,#98D8D8,,,fairy,mineral,,,,,,
10075,diancie-mega,719,110,278,315,rock,fairy,160,110,50,160,110,110,magic-bounce,,,#B8A038,#EE99AC,#C59E54,no-eggs,,,,,,,
10076,metagross-mega,376,250,9429,315,steel,psychic,145,150,80,105,110,110,tough-claws,,,#B8B8D0,#F85888,#C7A0BE,mineral,,,,,,,
10077,kyogre-primal,382,980,4300,347,water,,150,90,100,180,160,90,primordial-sea,,,#6890F0,,,no-eggs,,,,,,,
10078,groudon-primal,383,500,9997,347,ground,fire,180,160,100,150,90,90,desolate-land,,,#E0C068,#F08030,#E3B05A,no-eggs,,,,,,,
10079,rayquaza-mega,384,1080,3920,351,dragon,flying,180,100,105,180,100,115,delta-stream,,,#7038F8,#A890F0,#7D4DF6,no-eggs,,,,,,,
10080,pikachu-rock-star,25,40,60,112,electric,,55,40,35,50,50,90,static,,lightning-rod,#F8D030,,,ground,fairy,,,,,,
10081,pikachu-belle,25,40,60,112,electric,,55,40,35,50,50,90,static,,lightning-rod,#F8D030,,,ground,fairy,,,,,,
10082,pikachu-pop-star,25,40,60,112,electric,,55,40,35,50,50,90,static,,lightning-rod,#F8D030,,,ground,fairy,,,,,,
10083,pikachu-phd,25,40,60,112,electric,,55,40,35,50,50,90,static,,lightning-rod,#F8D030,,,ground,fairy,,,,,,
10084,pikachu-libre,25,40,60,112,electric,,55,40,35,50,50,90,static,,lightning-rod,#F8D030,,,ground,fairy,,,,,,
10085,pikachu-cosplay,25,40,60,112,electric,,55,40,35,50,50,90,static,,lightning-rod,#F8D030,,,ground,fairy,,,,,,
10086,hoopa-unbound,720,650,4900,306,psychic,dark,160,60,80,170,130,80,magician,,,#F85888,#705848,#D75878,no-eggs,,,,,,,
10087,camerupt-mega,323,250,3205,196,fire,ground,120,100,70,145,105,20,sheer-force,,,#F08030,#E0C068,#EC8F3D,ground,,,,,,,
10088,lopunny-mega,428,130,283,203,normal,fighting,136,94,65,54,96,135,scrappy,,,#A8A878,#C03028,#AD8A64,ground,humanshape,,,,,,
10089,salamence-mega,373,180,1126,315,dragon,flying,145,130,95,120,90,120,aerilate,,,#7038F8,#A890F0,#7D4DF6,dragon,,,,,,,
10090,beedrill-mega,15,140,405,223,bug,poison,150,40,65,15,80,145,adaptability,,,#A8B820,#A040A0,#A69A3F,bug,,,,,,,
